"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"34","RT @seanfeucht: “Children don’t do what we say, they do what we do.”

(Last night, my kids rallied to pray over my baby whose been perpetua…",FALSE,0,NA,2019-03-08 18:54:53,FALSE,NA,"1104093143694221313",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","anniehuguley",526,TRUE,FALSE,NA,NA
"35","RT @seanfeucht: “Children don’t do what we say, they do what we do.”

(Last night, my kids rallied to pray over my baby whose been perpetua…",FALSE,0,NA,2019-03-08 18:37:18,FALSE,NA,"1104088719215214594",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NomiCreader",526,TRUE,FALSE,NA,NA
"36","RT @seanfeucht: “Children don’t do what we say, they do what we do.”

(Last night, my kids rallied to pray over my baby whose been perpetua…",FALSE,0,NA,2019-03-08 18:35:07,FALSE,NA,"1104088169358725120",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DopeByAccident_",526,TRUE,FALSE,NA,NA
"37","If your child has cold or flu symptoms with a fever, talk to your doctor about giving him or her children’s acetami… https://t.co/lPlQIhGsB0",FALSE,0,NA,2019-03-08 18:32:46,TRUE,NA,"1104087578947383296",NA,"<a href=""https://www.thryv.com/"" rel=""nofollow"">Thryv</a>","CCPED_ROCHESTER",0,FALSE,FALSE,NA,NA
"38","RT @seanfeucht: “Children don’t do what we say, they do what we do.”

(Last night, my kids rallied to pray over my baby whose been perpetua…",FALSE,0,NA,2019-03-08 18:22:25,FALSE,NA,"1104084973450117121",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Nifemi_Adesina",526,TRUE,FALSE,NA,NA
"39","RT @seanfeucht: “Children don’t do what we say, they do what we do.”

(Last night, my kids rallied to pray over my baby whose been perpetua…",FALSE,0,NA,2019-03-08 18:15:13,FALSE,NA,"1104083160864882689",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_jordan_kierre",526,TRUE,FALSE,NA,NA
"40","@Wethepeoplehope My son had the flu this year, doc told me if he gets better, then worse, it may be bacterial. I'd… https://t.co/3hHd3miJ4g",FALSE,2,"Wethepeoplehope",2019-03-08 18:10:08,TRUE,"1104066943122882560","1104081883925762049","1047589722216980480","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dustin_ekos",0,FALSE,FALSE,NA,NA
"41","RT @seanfeucht: “Children don’t do what we say, they do what we do.”

(Last night, my kids rallied to pray over my baby whose been perpetua…",FALSE,0,NA,2019-03-08 18:09:01,FALSE,NA,"1104081604165681152",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","shegs442",526,TRUE,FALSE,NA,NA
"42","@Jotokaal @TexasFlintstone @MsCatThief @nmglider2008 TY Bebe! Hoping to make it out to a beach bonfire tomorrow nig… https://t.co/TeHKRIBM5e",FALSE,2,"Jotokaal",2019-03-08 17:57:23,TRUE,"1104027150053769216","1104078674834395137","407125675","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","littlebird321",0,FALSE,FALSE,NA,NA
"43","RT @seanfeucht: “Children don’t do what we say, they do what we do.”

(Last night, my kids rallied to pray over my baby whose been perpetua…",FALSE,0,NA,2019-03-08 17:47:52,FALSE,NA,"1104076280356659200",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","leh_Jude",526,TRUE,FALSE,NA,NA
"44","RT @seanfeucht: “Children don’t do what we say, they do what we do.”

(Last night, my kids rallied to pray over my baby whose been perpetua…",FALSE,0,NA,2019-03-08 17:43:54,FALSE,NA,"1104075283467067393",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Marilyn_Deane",526,TRUE,FALSE,NA,NA
"45","In the midst of funeral preparations, sickness has hit - Rich is down-fever, flu, etc. The girls are healthy &amp; tryi… https://t.co/kdcA7ockaZ",FALSE,1,NA,2019-03-08 17:40:53,TRUE,NA,"1104074523287187457",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","stevensfammusic",0,FALSE,FALSE,NA,NA
"46","RT @seanfeucht: “Children don’t do what we say, they do what we do.”

(Last night, my kids rallied to pray over my baby whose been perpetua…",FALSE,0,NA,2019-03-08 17:37:18,FALSE,NA,"1104073618919690242",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","ElizabethHNewe1",526,TRUE,FALSE,NA,NA
"47","@Wethepeoplehope Many medicines just suppress symptoms, especially for colds and the flu.
Those symptoms are the bo… https://t.co/vhVUxCoNYh",FALSE,0,"Wethepeoplehope",2019-03-08 17:35:04,TRUE,"1104066943122882560","1104073056463536128","1047589722216980480","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Of_By_ForPeople",0,FALSE,FALSE,NA,NA
"48","A typical Homeopathic dose is 1/100 the dose, reduced thirty times... 1/100th of 1/100 of 1/100th... get it?  You a… https://t.co/FphiYdgU7P",FALSE,0,"mpmacal",2019-03-08 17:34:18,TRUE,"1104071292972605440","1104072866637725697","2380718429","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mpmacal",0,FALSE,FALSE,NA,NA
"49","RT @seanfeucht: “Children don’t do what we say, they do what we do.”

(Last night, my kids rallied to pray over my baby whose been perpetua…",FALSE,0,NA,2019-03-08 17:34:17,FALSE,NA,"1104072863408099333",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lexcreativz",526,TRUE,FALSE,NA,NA
"50","RT @seanfeucht: “Children don’t do what we say, they do what we do.”

(Last night, my kids rallied to pray over my baby whose been perpetua…",FALSE,0,NA,2019-03-08 17:29:21,FALSE,NA,"1104071620572909568",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","its_annie6",526,TRUE,FALSE,NA,NA
"51","RT @seanfeucht: “Children don’t do what we say, they do what we do.”

(Last night, my kids rallied to pray over my baby whose been perpetua…",FALSE,0,NA,2019-03-08 17:03:57,FALSE,NA,"1104065228373925888",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Tobito_SAMA",526,TRUE,FALSE,NA,NA
"52","@MrJDScott Take care. This year's flu strains are lasting longer than usual. If you are experiencing unexplained ba… https://t.co/PShO3fGq6H",FALSE,0,"MrJDScott",2019-03-08 17:02:29,TRUE,"1103203880202981376","1104064860395065344","24413043","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hee_laverne",0,FALSE,FALSE,NA,NA
"53",".@PAHealthDept: Sick with #flu? STAY HOME! Even if your illness is mild, you can still spread it to others. Avoid s… https://t.co/GMJEPfAsKQ",FALSE,0,NA,2019-03-08 17:00:02,TRUE,NA,"1104064240879452160",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","SenatorBrewster",0,FALSE,FALSE,NA,NA
"54","My father is finally awake and we have results. His fever finally broke, he has flu A, pneumonia, possibly rsv, and sepsis.",FALSE,0,NA,2019-03-08 16:57:16,FALSE,NA,"1104063547162722308",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NiaHyena",0,FALSE,FALSE,NA,NA
"55","RT @seanfeucht: “Children don’t do what we say, they do what we do.”

(Last night, my kids rallied to pray over my baby whose been perpetua…",FALSE,0,NA,2019-03-08 16:52:30,FALSE,NA,"1104062344936644608",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","swethabaski09",526,TRUE,FALSE,NA,NA
"56","RT @seanfeucht: “Children don’t do what we say, they do what we do.”

(Last night, my kids rallied to pray over my baby whose been perpetua…",FALSE,0,NA,2019-03-08 16:45:37,FALSE,NA,"1104060614341734400",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TrishKimani",526,TRUE,FALSE,NA,NA
"57","RT @seanfeucht: “Children don’t do what we say, they do what we do.”

(Last night, my kids rallied to pray over my baby whose been perpetua…",FALSE,0,NA,2019-03-08 16:44:31,FALSE,NA,"1104060335647064064",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","__dziiidzor_x",526,TRUE,FALSE,NA,NA
"58","RT @seanfeucht: “Children don’t do what we say, they do what we do.”

(Last night, my kids rallied to pray over my baby whose been perpetua…",FALSE,0,NA,2019-03-08 16:39:25,FALSE,NA,"1104059053112811522",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Zzzzwoke",526,TRUE,FALSE,NA,NA
"59","RT @seanfeucht: “Children don’t do what we say, they do what we do.”

(Last night, my kids rallied to pray over my baby whose been perpetua…",FALSE,0,NA,2019-03-08 16:36:45,FALSE,NA,"1104058383664070657",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FaithNoPhoney",526,TRUE,FALSE,NA,NA
"60","RT @seanfeucht: “Children don’t do what we say, they do what we do.”

(Last night, my kids rallied to pray over my baby whose been perpetua…",FALSE,0,NA,2019-03-08 16:36:26,FALSE,NA,"1104058302563078150",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","randy_nems",526,TRUE,FALSE,NA,NA
"61","RT @seanfeucht: “Children don’t do what we say, they do what we do.”

(Last night, my kids rallied to pray over my baby whose been perpetua…",FALSE,0,NA,2019-03-08 16:33:53,FALSE,NA,"1104057661589467136",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sandrachuku_",526,TRUE,FALSE,NA,NA
"62","This is so fucking weird and awful. I’ve felt like I’ve had the flu since my acupuncture appointment Wednesday morn… https://t.co/hdnb4EcAb9",FALSE,1,NA,2019-03-08 16:28:54,TRUE,NA,"1104056408780300288",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FrostyCobweb",0,FALSE,FALSE,NA,NA
"63","Week - over
Games - waiting
Art ideas - up the wazoo
Commissions - almost done
Debilitating cough and fever - surpr… https://t.co/169viEZXLs",FALSE,18,NA,2019-03-08 16:28:49,TRUE,NA,"1104056384629497857",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","UgWubwubmaster",0,FALSE,FALSE,NA,NA
"64","RT @seanfeucht: “Children don’t do what we say, they do what we do.”

(Last night, my kids rallied to pray over my baby whose been perpetua…",FALSE,0,NA,2019-03-08 16:28:37,FALSE,NA,"1104056337145556992",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","engler_ann",526,TRUE,FALSE,NA,NA
"65","RT @seanfeucht: “Children don’t do what we say, they do what we do.”

(Last night, my kids rallied to pray over my baby whose been perpetua…",FALSE,0,NA,2019-03-08 16:10:23,FALSE,NA,"1104051746849079296",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Blublupixy",526,TRUE,FALSE,NA,NA
"66","It’s to the point now where a day at home with a 102 degree fever is more enjoyable than a day at school perfectly… https://t.co/NkiocZndYz",FALSE,0,NA,2019-03-08 16:00:14,TRUE,NA,"1104049192769601536",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TylerI11873016",0,FALSE,FALSE,NA,NA
"67","RT @seanfeucht: “Children don’t do what we say, they do what we do.”

(Last night, my kids rallied to pray over my baby whose been perpetua…",FALSE,0,NA,2019-03-08 15:50:30,FALSE,NA,"1104046745468764160",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Darling_Tweetss",526,TRUE,FALSE,NA,NA
"68","RT @seanfeucht: “Children don’t do what we say, they do what we do.”

(Last night, my kids rallied to pray over my baby whose been perpetua…",FALSE,0,NA,2019-03-08 15:46:26,FALSE,NA,"1104045718355017728",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","AigAngel",526,TRUE,FALSE,NA,NA
"69","RT @seanfeucht: “Children don’t do what we say, they do what we do.”

(Last night, my kids rallied to pray over my baby whose been perpetua…",FALSE,0,NA,2019-03-08 15:45:25,FALSE,NA,"1104045462183727105",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","IAmzirak",526,TRUE,FALSE,NA,NA
"70","RT @seanfeucht: “Children don’t do what we say, they do what we do.”

(Last night, my kids rallied to pray over my baby whose been perpetua…",FALSE,0,NA,2019-03-08 15:42:57,FALSE,NA,"1104044841980313603",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mz_nahna",526,TRUE,FALSE,NA,NA
"71","RT @seanfeucht: “Children don’t do what we say, they do what we do.”

(Last night, my kids rallied to pray over my baby whose been perpetua…",FALSE,0,NA,2019-03-08 15:34:29,FALSE,NA,"1104042712356044800",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SantiagoTwUs",526,TRUE,FALSE,NA,NA
"72","RT @seanfeucht: “Children don’t do what we say, they do what we do.”

(Last night, my kids rallied to pray over my baby whose been perpetua…",FALSE,0,NA,2019-03-08 15:01:07,FALSE,NA,"1104034314373672961",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jsntaknt",526,TRUE,FALSE,NA,NA
"73","RT @ChrisJZullo: What a crazy 2019 so far. Wife, Newborn, Middle daughter had pneumonia. Son, Newborn, Middle and Oldest daughter had the f…",FALSE,0,NA,2019-03-08 14:30:27,FALSE,NA,"1104026597743517696",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","1DGrand",178,TRUE,FALSE,NA,NA
"74","RT @seanfeucht: “Children don’t do what we say, they do what we do.”

(Last night, my kids rallied to pray over my baby whose been perpetua…",FALSE,0,NA,2019-03-08 14:27:00,FALSE,NA,"1104025727933001728",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","terristuckey",526,TRUE,FALSE,NA,NA
"75","RT @seanfeucht: “Children don’t do what we say, they do what we do.”

(Last night, my kids rallied to pray over my baby whose been perpetua…",FALSE,0,NA,2019-03-08 14:21:44,FALSE,NA,"1104024402826616832",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","alorasharonn",526,TRUE,FALSE,NA,NA
"76","@KaitlynnLovelad If you start running fever, definitely go get tested. I chose not to take TamiFlu because even wit… https://t.co/7HiqJih4lJ",FALSE,1,"KaitlynnLovelad",2019-03-08 14:19:42,TRUE,"1104023454100131841","1104023892824342528","586175625","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CaitlynLeJeune",0,FALSE,FALSE,NA,NA
"77","RT @seanfeucht: “Children don’t do what we say, they do what we do.”

(Last night, my kids rallied to pray over my baby whose been perpetua…",FALSE,0,NA,2019-03-08 13:59:57,FALSE,NA,"1104018921269719040",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","artsyhanmargirl",526,TRUE,FALSE,NA,NA
"78","RT @seanfeucht: “Children don’t do what we say, they do what we do.”

(Last night, my kids rallied to pray over my baby whose been perpetua…",FALSE,0,NA,2019-03-08 13:59:46,FALSE,NA,"1104018877430796288",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Restoration112",526,TRUE,FALSE,NA,NA
"79","RT @seanfeucht: “Children don’t do what we say, they do what we do.”

(Last night, my kids rallied to pray over my baby whose been perpetua…",FALSE,0,NA,2019-03-08 13:57:57,FALSE,NA,"1104018420419493889",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MonaKChishato",526,TRUE,FALSE,NA,NA
"80","RT @seanfeucht: “Children don’t do what we say, they do what we do.”

(Last night, my kids rallied to pray over my baby whose been perpetua…",FALSE,0,NA,2019-03-08 13:56:32,FALSE,NA,"1104018062825656320",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","esmeidun",526,TRUE,FALSE,NA,NA
